"Year","Month","State","Primary Mode","Etiology","Serotype or Genotype","Etiology Status","Setting","Illnesses","Hospitalizations","Info On Hospitalizations","Deaths","Info On Deaths","Food Vehicle","Food Contaminated Ingredient","IFSAC Category","Water Exposure","Water Type","Animal Type"
"2010","5","Pennsylvania","Indeterminate/unknown",,,,,"9","0","9","0","9",,,,,,
"2010","5","Illinois","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","5","0","5","0","5",,,,,,
"2010","5","Illinois","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Other","9","0","9","0","9",,,,,,
"2010","5","Ohio","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","17","2","17","0","0",,,,,,
"2010","5","Tennessee","Indeterminate/unknown","Norovirus Genogroup I","GI.3","Confirmed",,"3","0","3","0","3",,,,,,
"2010","5","Tennessee","Person-to-person","Norovirus Genogroup I",,"Suspected","School/college/university","36","0","36","0","36",,,,,,
"2010","5","Minnesota","Indeterminate/unknown","Norovirus Genogroup I","unknown","Confirmed",,"4","0","4","0","4",,,,,,
"2010","5","Minnesota","Food","Clostridium perfringens",,"Confirmed","Restaurant: Sit-down dining","24","0","23","0","23","Meats",,"N/A",,,
"2010","5","Minnesota","Person-to-person","Norovirus",,"Suspected","School/college/university","69","0","0","0","0",,,,,,
"2010","5","Minnesota","Person-to-person","Norovirus",,"Suspected",,"9","0","9","0","9",,,,,,
"2010","5","Massachusetts","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","4","0","4","0","4",,,,,,
"2010","5","Ohio","Indeterminate/unknown",,,,,"2","0","2","0","2",,,,,,
"2010","5","Illinois","Food",,,,"Banquet Facility (food prepared and served on-site)","3","0","3","0","3",,,,,,
"2010","5","Ohio","Food",,,,"Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2010","5","Ohio","Person-to-person","Norovirus Genogroup II","GII.4 New Orleans","Confirmed","Long-term care/nursing home/assisted living facility","12","0","0","0","12",,,,,,
"2010","5","Pennsylvania","Water","Legionella pneumophila","serogroup 1","Confirmed","Other","3","3","3","1","3",,,,"Drinking water","Community",
"2010","5","Ohio","Person-to-person","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","2","0","0","0","0",,,,,,
"2010","5","Missouri","Food","Norovirus Genogroup I",,"Suspected","Restaurant: Sit-down dining","23","0","7","0","7",,,,,,
"2010","5","Florida","Food","Vibrio parahaemolyticus",,"Confirmed","Restaurant: Sit-down dining","2","1","2","0","2","oysters, raw",,"Mollusks",,,
"2010","5","Oregon","Food",,,,"Restaurant: Sit-down dining","15","0","15","0","15",,,,,,
"2010","5","Oregon","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","21","0","21","0","21",,,,,,
"2010","5","Ohio","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","3","1","3","0","3",,,,,,
"2010","5","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining;Banquet Facility (food prepared and served on-site)","37","5","37","0","37","soup, speciality, other;lasagna, beef","egg","Eggs",,,
"2010","5","Arizona","Person-to-person","Norovirus Genogroup I","unknown","Confirmed","School/college/university","17","0","17","0","17",,,,,,
"2010","5","Minnesota","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","8","0","8","0","8",,,,,,
"2010","5","Minnesota","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","24","0","24","0","24","salad, unspecified",,"Multiple",,,
"2010","5","Minnesota","Food","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed","Other","8","5","8","0","8","Dairy",,"Dairy",,,
"2010","5","Arizona","Person-to-person","Norovirus Genogroup II",,"Suspected","Child daycare/preschool","7","0","0","0","0",,,,,,
"2010","5","Arizona","Food",,,,"Restaurant: Fast-food (drive up service or pay at counter)","6","0","2","0","6",,,,,,
"2010","5","Wisconsin","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","8","0","8","0","8",,,,,,
"2010","5","Pennsylvania","Indeterminate/unknown",,,,,"13","0","13","0","13",,,,,,
"2010","5","Pennsylvania","Indeterminate/unknown","Norovirus unknown",,"Confirmed",,"31","0","31","0","31",,,,,,
"2010","5","Missouri","Food",,,,"Private home/residence","58","0","58","0","58","pork, BBQ",,"Multiple",,,
"2010","5","Ohio","Food",,,,"Restaurant: Sit-down dining","3","0","3","0","3","ground beef",,"Beef",,,
"2010","5","Connecticut","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","13","3","13","0","13","shrimp, stuffed",,"Multiple",,,
"2010","5","Minnesota","Food","Norovirus",,"Suspected","Caterer;Private home/residence;Religious facility","13","0","13","0","13",,,,,,
"2010","5","Pennsylvania","Food","Campylobacter jejuni",,"Confirmed","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2010","5","South Carolina","Person-to-person","Norovirus Genogroup I",,"Suspected","Other","4","0","4","0","4",,,,,,
"2010","5","Arizona","Food",,,,,"4","0","4","0","4",,,,,,
"2010","5","California","Food","Bacillus cereus",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5","rice;beans, unspecified",,"Grains-beans",,,
"2010","5","California","Food","Norovirus unknown",,"Confirmed","Restaurant: Other","6","0","6","0","6",,,,,,
"2010","5","Alabama","Food",,,,"Restaurant: Sit-down dining","9","0","9","0","9",,,,,,
"2010","5","Arizona","Food","Norovirus Genogroup II",,"Confirmed",,"4","0","4","0","4",,,,,,
"2010","5","Arizona","Food",,,,,"2","0","2","0","2",,,,,,
"2010","5","Wisconsin","Person-to-person","Norovirus Genogroup II",,"Suspected","Long-term care/nursing home/assisted living facility","31","0","31","0","31",,,,,,
"2010","5","Minnesota","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","3","1","3","0","3",,,,,,
"2010","5","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","9","0","9","0","9",,,,,,
"2010","5","California","Food","Clostridium perfringens",,"Suspected","Caterer","43","0","43","0","43","fajita, chicken",,"Multiple",,,
"2010","5","Maine","Person-to-person",,,,"Child daycare/preschool","12","0","12","0","12",,,,,,
"2010","5","Illinois","Food",,,,"Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2010","5","Illinois","Food",,,,"Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2010","5","Arizona","Person-to-person","Norovirus Genogroup II","unknown","Confirmed",,"14","0","14","0","14",,,,,,
"2010","5","Pennsylvania","Person-to-person","Salmonella enterica","Saintpaul","Confirmed","Long-term care/nursing home/assisted living facility","2","2","2","0","2",,,,,,
"2010","5","Arizona","Food",,,,,"3","0","2","0","2",,,,,,
"2010","5","Arizona","Indeterminate/unknown",,,,,"21","0","0","0","0",,,,,,
"2010","5","Arkansas","Person-to-person","Norovirus Genogroup II",,"Suspected",,"257","1","257","0","257",,,,,,
"2010","5","Maryland","Person-to-person","Salmonella enterica","Enteritidis","Confirmed","School/college/university","28","0","26","0","26",,,,,,
"2010","5","Wisconsin","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","137","0","137","0","137",,,,,,
"2010","5","Wisconsin","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","11","0","11","0","11",,,,,,
"2010","5","Pennsylvania","Food","Campylobacter jejuni",,"Confirmed","Restaurant: Sit-down dining","10","0","10","0","10","chicken",,"Chicken",,,
"2010","5","Tennessee","Food",,,,"Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2010","5","Alaska","Food",,,,,"38","0","38","0","38","fern",,"Other",,,
"2010","5","Massachusetts","Person-to-person",,,,"Child daycare/preschool","12","0","12","0","12",,,,,,
"2010","5","Massachusetts","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","14","0","14","0","14",,,,,,
"2010","5","Michigan","Person-to-person","Norovirus Genogroup II",,"Suspected",,"65","0","0","0","0",,,,,,
"2010","5","Arizona","Person-to-person","Norovirus Genogroup I","unknown","Confirmed",,"24","0","0","0","0",,,,,,
"2010","5","Arizona","Food",,,,,"17","0","9","0","9",,,,,,
"2010","5","Ohio","Indeterminate/unknown","Norovirus Genogroup II","GII.4 New Orleans","Confirmed",,"9","0","9","0","9",,,,,,
"2010","5","West Virginia","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","68","0","0","0","68",,,,,,
"2010","5","West Virginia","Indeterminate/unknown","Norovirus Genogroup I","unknown","Confirmed",,"46","0","30","0","30",,,,,,
"2010","5","Arizona","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","12","3","12","0","12",,,,,,
"2010","5","Missouri","Person-to-person","Shigella sonnei",,"Confirmed","Child daycare/preschool","10","1","10","0","10",,,,,,
"2010","5","Arizona","Person-to-person","Norovirus Genogroup I","unknown","Confirmed","Long-term care/nursing home/assisted living facility","50","0","50","0","50",,,,,,
"2010","5","Arizona","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","36","1","36","0","36",,,,,,
"2010","5","Arizona","Food","Norovirus Genogroup I",,"Confirmed",,"9","0","5","0","5",,,,,,
"2010","5","Massachusetts","Food","Campylobacter jejuni",,"Confirmed","Other","2","1","2","0","2","milk, whole milk unpasteurized",,"Dairy",,,
"2010","5","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2010","5","Utah","Food","Salmonella enterica","Chester","Confirmed",,"3","1","3","0","3",,,,,,
"2010","5","Wisconsin","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","10","0","10","0","10",,,,,,
"2010","5","Wisconsin","Food","Clostridium perfringens",,"Suspected","Caterer","9","0","9","0","9",,,,,,
"2010","5","Arizona","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","18","0","0","0","0",,,,,,
"2010","5","Kansas","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","4","0","4","0","4","potato, mashed;chicken",,"Multiple",,,
"2010","5","Ohio","Person-to-person",,,,"Other","20","0","0","0","20",,,,,,
"2010","5","Ohio","Person-to-person",,,,"Child daycare/preschool","32","0","0","0","31",,,,,,
"2010","5","Arizona","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","10","0","10","0","10",,,,,,
"2010","5","Arizona","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","25","1","25","0","25",,,,,,
"2010","5","Arizona","Person-to-person","Norovirus Genogroup II",,"Suspected","Long-term care/nursing home/assisted living facility","76","7","63","0","63",,,,,,
"2010","5","Alabama","Water","Norovirus Genogroup II",,"Confirmed","Park - State Park","69","2","69","0","69",,,,"Recreational water -- untreated","Lake/Reservoir",
"2010","5","Oregon","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Other","10","5","10","0","10",,,,,,
"2010","5","Michigan","Food","Norovirus Genogroup I",,"Confirmed","Caterer","36","0","36","0","36",,,,,,
"2010","5","Virginia","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","31","0","31","0","31",,,,,,
"2010","5","Virginia","Person-to-person","Norovirus",,"Suspected","School/college/university","10","0",,"0",,,,,,,
"2010","5","Virginia","Person-to-person","Norovirus",,"Confirmed","Other","71","0","71","0","71",,,,,,
"2010","5","Virginia","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","8","0",,"0",,,,,,,
"2010","5","Virginia","Person-to-person","Norovirus",,"Suspected","School/college/university","72","0","72","0","72",,,,,,
"2010","5","Virginia","Person-to-person","Norovirus",,"Suspected","Other","12","0","12","0","12",,,,,,
"2010","5","Virginia","Person-to-person","Norovirus",,"Confirmed","Long-term care/nursing home/assisted living facility","9","0","9","0","9",,,,,,
"2010","5","Virginia","Person-to-person","Norovirus",,"Confirmed","Long-term care/nursing home/assisted living facility","30","0","30","0","30",,,,,,
"2010","5","Virginia","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","13","0",,"0",,,,,,,
"2010","5","Virginia","Person-to-person","Norovirus",,"Suspected","School/college/university","66","0",,"0",,,,,,,
"2010","5","New York","Person-to-person","Norovirus",,"Suspected",,"67",,,,,,,,,,
"2010","5","New York","Person-to-person","Clostridium",,"Suspected",,"12",,,,,,,,,,
"2010","5","New York","Person-to-person","Norovirus",,"Suspected",,"47",,,,,,,,,,
"2010","5","New York","Person-to-person","Norovirus",,"Suspected",,"24",,,,,,,,,,
"2010","5","New York","Person-to-person","Norovirus",,"Suspected",,"5",,,,,,,,,,
"2010","5","New York","Person-to-person","Salmonella",,"Suspected",,"3",,,,,,,,,,
"2010","5","New York","Person-to-person","Norovirus",,"Suspected",,"4",,,,,,,,,,
"2010","5","New York","Person-to-person","Norovirus",,"Suspected",,"20",,,,,,,,,,
"2010","5","New York","Person-to-person","Norovirus",,"Suspected",,"27",,,,,,,,,,
"2010","5","New York","Person-to-person","Norovirus",,"Suspected",,"23",,,,,,,,,,
"2010","5","New York","Person-to-person","Norovirus",,"Suspected",,"42",,,,,,,,,,
"2010","5","New York","Person-to-person","Norovirus",,"Suspected",,"10",,,,,,,,,,
"2010","5","New York","Person-to-person","Salmonella",,"Suspected",,"2",,,,,,,,,,
"2010","5","Multistate","Food","Salmonella enterica","Newport","Confirmed","Restaurant: Sit-down dining;Grocery store/bakery/deli/convenience store","64",,,,,"tomatoes",,"Seeded Vegetables",,,
"2010","5","Multistate","Animal contact","Salmonella enterica","Enteritidis","Confirmed","Other","10",,,,,,,,,,"Guinea pig"
"2010","5","Multistate","Food","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed","Grocery store/bakery/deli/convenience store","9",,,,,"ground beef",,"Beef",,,
"2010","5","Indiana","Food",,,,,"5","1","5","0","5",,,,,,
"2010","5","Indiana","Food",,,,,"4","1","4","0","4",,,,,,
"2010","5","Indiana","Food","Salmonella enterica","Typhimurium","Suspected",,"3","1","3","0","3",,,,,,
"2010","5","Indiana","Food","Salmonella enterica","Javiana","Suspected",,"2","1","2","0","2",,,,,,
"2010","5","Indiana","Food",,,,,"4","0","1","0","1",,,,,,
"2010","5","Indiana","Food",,,,,"2","2",,"0",,,,,,,
"2010","5","Texas","Water","Legionella pneumophila","serogroup 1","Confirmed","Long-term care/nursing home/assisted living facility","4","4","4","3","4",,,,"Undetermined water",,
"2010","5","Virginia","Food","Campylobacter jejuni",,"Confirmed","Private home/residence","3","0","3","0","3",,,,,,
"2010","5","Nebraska","Food",,,,,"9",,,,,,,,,,
"2010","5","West Virginia","Water","Unknown",,"Suspected","Other","6","0","6","0","6",,,,"Recreational water -- treated","Hot Tub/Spa/Whirlpool",
"2010","5","Hawaii","Person-to-person","Norovirus Genogroup II","GII.4 Den Haag","Confirmed","Long-term care/nursing home/assisted living facility","39","0","39","0","39",,,,,,
"2010","5","North Carolina","Food","Salmonella enterica","Newport","Confirmed",,"52",,,"0","52",,,,,,
"2010","5","North Carolina","Indeterminate/unknown","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",,"2",,,"0","2",,,,,,
"2010","5","Nevada","Person-to-person",,,,"Other healthcare facility","13","0","13","0","13",,,,,,
"2010","5","Nevada","Person-to-person",,,,"Other healthcare facility","14","0","14","0","14",,,,,,
"2010","5","Nevada","Person-to-person","Norovirus Genogroup I","GI.4","Confirmed","Long-term care/nursing home/assisted living facility","36","0","36","0","36",,,,,,
"2010","5","Nevada","Person-to-person","Norovirus Genogroup II","GII.4 Den Haag","Confirmed","Long-term care/nursing home/assisted living facility","62","5","62","1","62",,,,,,
"2010","5","Nevada","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","31","0","31","0","31",,,,,,
"2010","5","New Hampshire","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","16","0","0","0","0",,,,,,
"2010","5","New Hampshire","Person-to-person",,,,"School/college/university","74","0","0","0","0",,,,,,
"2010","5","Oregon","Indeterminate/unknown","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","42","4","42","0","42",,,,,,
"2010","5","Oregon","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","28","1","28","0","28",,,,,,
"2010","5","Oregon","Indeterminate/unknown","Norovirus unknown",,"Confirmed","Long-term care/nursing home/assisted living facility","26",,"26",,"26",,,,,,
"2010","5","Oregon","Indeterminate/unknown","Norovirus Genogroup II",,"Suspected","Long-term care/nursing home/assisted living facility","19","0","19","0","19",,,,,,
"2010","5","Oregon","Indeterminate/unknown","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","29","0","29","0","29",,,,,,
"2010","5","Oregon","Indeterminate/unknown","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","8","2","8","0","8",,,,,,
"2010","5","Colorado","Indeterminate/unknown","Clostridium other;Norovirus unknown",,"Confirmed;Confirmed",,"22","0","22","0","22",,,,,,
"2010","5","Oregon","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","41","0","41","0","41",,,,,,
"2010","5","Oregon","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Child daycare/preschool","62","0","62","0","62",,,,,,
"2010","5","Oregon","Person-to-person","Norovirus Genogroup I","unknown","Confirmed","Long-term care/nursing home/assisted living facility","34","0","34","0","34",,,,,,
"2010","5","Oregon","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","21","0","21","0","21",,,,,,
"2010","5","Oregon","Person-to-person","Norovirus Genogroup II",,"Suspected","Long-term care/nursing home/assisted living facility","21","1","21","0","21",,,,,,
"2010","5","Oregon","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","29","1","29","0","29",,,,,,
"2010","5","Oregon","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","14","1","14","0","14",,,,,,
"2010","5","Kentucky","Person-to-person","Clostridium other",,"Confirmed","Long-term care/nursing home/assisted living facility","10","0","0","0","10",,,,,,
"2010","5","Kentucky","Person-to-person","Norovirus unknown",,"Confirmed",,"51","0","0","0","0",,,,,,
"2010","5","Colorado","Person-to-person","Shigella sonnei",,"Confirmed","Child daycare/preschool","18","0","18","0","18",,,,,,
"2010","5","Wyoming","Person-to-person","Rotavirus",,"Confirmed","Long-term care/nursing home/assisted living facility","5","0","5","0","5",,,,,,
"2010","5","California","Food",,,,"Caterer","9","0","9","0","9","beans, unspecified",,"Grains-beans",,,
"2010","5","Colorado","Person-to-person","Norovirus unknown",,"Confirmed","Child daycare/preschool","9","0","9","0","9",,,,,,
"2010","5","Washington","Food","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed","Other","2","1","2","0","2","milk, whole milk unpasteurized",,"Dairy",,,
"2010","5","Arizona","Person-to-person","Norovirus unknown",,"Suspected",,"63","0","0","0","63",,,,,,
"2010","5","Colorado","Person-to-person","Escherichia coli, Shiga toxin-producing","O26","Confirmed","Child daycare/preschool","47","0","45","0","45",,,,,,
"2010","5","Michigan","Person-to-person",,,,,"22","0","22","0","22",,,,,,
"2010","5","Missouri","Person-to-person","Shigella sonnei",,"Confirmed","Religious facility","11","0","11","0","11",,,,,,
"2010","5","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2010","5","Washington","Food","Scombroid toxin",,"Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","2","0","2","0","2","fish, tuna",,"Fish",,,
"2010","5","Michigan","Person-to-person","Norovirus Genogroup II",,"Suspected",,"16","0","0","0","0",,,,,,
"2010","5","Washington","Food","Norovirus",,"Confirmed","Caterer","13","0","13","0","13","Salads",,"Multiple",,,
"2010","5","California","Food","Other - Chemical/Toxin",,"Suspected","Private home/residence","2","1","2","0","2","fish, buffalo",,"Fish",,,
"2010","5","Washington","Food",,,,"Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2010","5","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2010","5","New Mexico","Person-to-person","Norovirus Genogroup II","unknown","Confirmed",,"85","0","85","0","85",,,,,,
"2010","5","New Mexico","Indeterminate/unknown",,,,,"10","0","10","0","10",,,,,,
"2010","5","Washington","Food",,,,"Restaurant: Sit-down dining","4","0","4","0","4","pork fried rice",,"Multiple",,,
"2010","5","Arizona","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","62","3","62","0","62",,,,,,
"2010","5","Maryland","Food","Campylobacter jejuni",,"Suspected","Restaurant: Sit-down dining","4","0","1","0","4",,,,,,
"2010","5","Maryland","Food","Salmonella enterica","Typhimurium","Confirmed","School/college/university;Office/indoor workplace;Restaurant: Sit-down dining","4","1","4","0","4","salad bar",,,,,
"2010","5","California","Indeterminate/unknown",,,,,"4","0","4","0","4",,,,,,
"2010","5","Arizona","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Child daycare/preschool","17","0","0","0","0",,,,,,
"2010","5","North Dakota","Food","Norovirus Genogroup I;Norovirus Genogroup II",,"Suspected;Suspected",,"7","0","7","0","7",,,,,,
"2010","5","Pennsylvania","Person-to-person","Salmonella enterica","Stanley","Confirmed","Private home/residence","3","0","3","0","3",,,,,,
"2010","5","Michigan","Food","Staphylococcus aureus",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3","sausage, pork",,"Pork",,,
"2010","5","Colorado","Indeterminate/unknown","Norovirus unknown",,"Confirmed",,"15","0","15","0","15",,,,,,
"2010","5","Wisconsin","Food","Clostridium perfringens",,"Confirmed","Private home/residence","10","0","10","0","10","chicken, other",,"Chicken",,,
"2010","5","Utah","Indeterminate/unknown","Rotavirus",,"Confirmed",,"17","0","17","0","17",,,,,,
"2010","5","Utah","Person-to-person",,,,,"25","0","25","0","25",,,,,,
"2010","5","Hawaii","Food","Histamine",,"Confirmed",,"2","0","2","0","2","fish, wahoo",,"Fish",,,
"2010","5","Texas","Food",,,,,"6","0","6","0","6",,,,,,
"2010","5","Minnesota","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","7","0","0","0","0",,,,,,
"2010","5","Minnesota","Indeterminate/unknown","Norovirus",,"Suspected",,"65","0","0","0","0",,,,,,
"2010","5","Minnesota","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","21","0","0","0","0",,,,,,
"2010","5","Minnesota","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","19","0","0","0","0",,,,,,
"2010","5","Minnesota","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","18","0","0","0","0",,,,,,
"2010","5","Minnesota","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","15","0","0","0","0",,,,,,
"2010","5","Michigan","Food","Campylobacter unknown",,"Suspected","Private home/residence","5","2","2","0","0",,,,,,
"2010","5","Michigan","Food","Campylobacter jejuni",,"Confirmed","Other","11","0","11","0","11","milk, whole milk unpasteurized","milk, whole milk unpasteurized","Dairy",,,
"2010","5","Missouri","Person-to-person","Shigella sonnei",,"Confirmed","Child daycare/preschool","7","1","7","0","7",,,,,,
"2010","5","Ohio","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed",,"5","2","5","0","5",,,,,,
"2010","5","Pennsylvania","Person-to-person","Salmonella enterica","Javiana","Confirmed","Private home/residence","2","1","2","0","2",,,,,,
"2010","5","California","Food",,,,"Banquet Facility (food prepared and served on-site)","9","0","9","0","9","salad dressings",,"Multiple",,,
"2010","5","Virginia","Person-to-person",,,,"Event space","9","0","9","0","9",,,,,,
"2010","6","Connecticut","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","14","0","14","0","14",,,,,,
"2010","6","Virginia","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","22","0","22","0","22",,,,,,
"2010","6","Multistate","Food","Listeria monocytogenes",,"Confirmed","Private home/residence","34","32","34","4","31","cheese, pasteurized",,"Dairy",,,
"2010","6","New York","Person-to-person","Norovirus",,"Suspected",,"9",,,,,,,,,,
"2010","6","New York","Person-to-person","Norovirus",,"Suspected",,"16",,,,,,,,,,
"2010","6","New York","Person-to-person","Clostridium",,"Suspected",,"3",,,,,,,,,,
"2010","6","New York","Person-to-person","Norovirus",,"Suspected",,"29",,,,,,,,,,
"2010","6","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","13","1","8","0","9","sandwich, unspecified",,"Multiple",,,
"2010","6","California","Food",,,,"Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2010","6","Multistate","Food","Escherichia coli, Shiga toxin-producing","O26","Confirmed",,"3",,,,,"ground beef",,"Beef",,,
"2010","6","Multistate","Food","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed","Private home/residence","10",,,,,"Bison",,"Game",,,
"2010","6","Indiana","Water","Cryptosporidium unknown",,"Confirmed","Park - Amusement/Waterpark","5","2","5","0","5",,,,"Recreational water -- treated","Pool - Other Swimming Pool",
"2010","6","Indiana","Food",,,,,"4","2","4","0","4",,,,,,
"2010","6","Nebraska","Indeterminate/unknown",,,,,"8","0","0","0","0",,,,,,
"2010","6","Michigan","Water","Copper",,"Suspected","Unknown","3","0","3","0","3",,,,"Recreational water -- untreated","Lake/Reservoir",
"2010","6","Kentucky","Water","Chlorine",,"Suspected","Park - Community/Municipal","20","0","0","0","0",,,,"Recreational water -- treated","Pool - Other Swimming Pool",
"2010","6","North Carolina","Food","Salmonella enterica","Newport","Confirmed",,"11",,,"0","11",,,,,,
"2010","6","North Carolina","Food","Salmonella enterica","Typhimurium","Confirmed",,"28",,,"0","28",,,,,,
"2010","6","Virginia","Indeterminate/unknown",,,,,"12","1","8","0","12",,,,,,
"2010","6","New Jersey","Indeterminate/unknown",,,,,"7","0","7","0","7",,,,,,
"2010","6","Oregon","Indeterminate/unknown",,,,"Long-term care/nursing home/assisted living facility","7","0","7","0","7",,,,,,
"2010","6","Missouri","Indeterminate/unknown","Campylobacter unknown",,"Confirmed",,"9","0","9","0","9",,,,,,
"2010","6","Oregon","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","87","0","87","0","87",,,,,,
"2010","6","Oregon","Person-to-person","Norovirus Genogroup I","unknown","Confirmed","Long-term care/nursing home/assisted living facility","16","0","16","0","16",,,,,,
"2010","6","Oregon","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","15","0","15","1","15",,,,,,
"2010","6","Oregon","Person-to-person","Norovirus unknown",,"Confirmed","Long-term care/nursing home/assisted living facility","18","0","18","0","18",,,,,,
"2010","6","Oregon","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","17","0","17","0","17",,,,,,
"2010","6","Oregon","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","21","1","21","0","21",,,,,,
"2010","6","Oregon","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Hospital","26","0","26","0","26",,,,,,
"2010","6","Missouri","Person-to-person","Shigella sonnei",,"Confirmed","Child daycare/preschool","4","0","4","0","4",,,,,,
"2010","6","Rhode Island","Food",,,,"Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2010","6","Kentucky","Person-to-person","Norovirus Genogroup II","unknown","Suspected","Long-term care/nursing home/assisted living facility","59","0","59","0","59",,,,,,
"2010","6","New York","Water","Legionella pneumophila","serogroup 1","Confirmed","Correctional/detention facility","3","3","3","0","3",,,,"Drinking water","Community",
"2010","6","Minnesota","Water","Giardia duodenalis","unknown","Confirmed","Park - State Park","6","0","6","0","6",,,,"Drinking water","Transient Noncommunity",
